accuracy,auroc,contract_correct,contract_scenario,contract_secondary_violation,contract_violation_rate,hard_failures,ledger_rows,n_test,n_train,non_tail_mean_probability,non_tail_predicted_positive_rate,rare_positive_recall,scaler,scenario,seed,tail_count,tail_false_positive_rate,tail_label_rate,tail_mean_probability,tail_predicted_positive_rate,tail_probability_gap,x0_policy
0.6785714285714286,0.756917706247754,False,noise,0.0,0.0714285714285714,0.0,1.0,280.0,520.0,0.45172793255454524,0.4053030303030303,0.9285714285714286,ranc_wrong_signal,signal,0,16.0,0.5,0.875,0.7286707500874394,0.875,0.2769428175328942,log1p
0.6357142857142857,0.6782862407862408,,,0.1637429140295128,0.3217137592137592,0.0,0.0,280.0,520.0,0.4601263673312286,0.4108527131782946,1.0,none,noise,1,22.0,0.5714285714285714,0.36363636363636365,0.6238692813607414,0.7272727272727273,0.1637429140295128,
0.6357142857142857,0.6783886158886159,,,0.16179399502763603,0.3216113841113841,0.0,0.0,280.0,520.0,0.4602482259313817,0.4108527131782946,1.0,standard,noise,1,22.0,0.5714285714285714,0.36363636363636365,0.6220422209590177,0.7272727272727273,0.16179399502763603,
0.6357142857142857,0.6782350532350533,,,0.16386218940406871,0.3217649467649467,0.0,0.0,280.0,520.0,0.4601798044866088,0.4108527131782946,1.0,robust,noise,1,22.0,0.5714285714285714,0.36363636363636365,0.6240419938906775,0.7272727272727273,0.16386218940406871,
0.6607142857142857,0.7120700245700246,,,0.46623530143574615,0.28792997542997545,0.0,0.0,280.0,520.0,0.4476104597751112,0.38372093023255816,1.0,winsor,noise,1,22.0,1.0,0.36363636363636365,0.9138457612108574,1.0,0.46623530143574615,
0.7178571428571429,0.7759520884520884,,,0.4160030995226295,0.2240479115479116,0.0,0.0,280.0,520.0,0.4548115910341869,0.43023255813953487,1.0,quantile,noise,1,22.0,1.0,0.36363636363636365,0.8708146905568164,1.0,0.4160030995226295,
0.6428571428571429,0.691953316953317,True,noise,0.31736005698975567,0.30804668304668303,0.0,1.0,280.0,520.0,0.4546401765448812,0.3953488372093023,1.0,ranc,noise,1,22.0,0.8571428571428571,0.36363636363636365,0.7720002335346369,0.9090909090909091,0.31736005698975567,log1p
0.6428571428571429,0.691953316953317,True,noise,0.31736005698975567,0.30804668304668303,0.0,1.0,280.0,520.0,0.4546401765448812,0.3953488372093023,1.0,ranc_correct,noise,1,22.0,0.8571428571428571,0.36363636363636365,0.7720002335346369,0.9090909090909091,0.31736005698975567,log1p
0.6357142857142857,0.6783886158886159,False,signal,0.16179034701951944,0.3216113841113841,0.0,1.0,280.0,520.0,0.4602493474854421,0.4108527131782946,1.0,ranc_wrong_noise,noise,1,22.0,0.5714285714285714,0.36363636363636365,0.6220396945049615,0.7272727272727273,0.16179034701951944,zscore
0.7428571428571429,0.8328562666121447,,,0.0,0.0,0.0,0.0,280.0,520.0,0.45582948141935936,0.4037735849056604,1.0,none,signal,1,15.0,nan,1.0,0.9999726653667041,1.0,0.5441431839473447,
0.7392857142857143,0.842721324882437,,,0.0,0.0,0.0,0.0,280.0,520.0,0.44890008069405474,0.3849056603773585,1.0,standard,signal,1,15.0,nan,1.0,0.9861632214144814,1.0,0.5372631407204267,
0.7464285714285714,0.8328051523205888,,,0.0,0.0,0.0,0.0,280.0,520.0,0.45604053312508974,0.4,1.0,robust,signal,1,15.0,nan,1.0,0.999973158961199,1.0,0.5439326258361092,
0.7428571428571429,0.8312206092823554,,,0.0,0.0,0.0,0.0,280.0,520.0,0.4563698838136797,0.39622641509433965,1.0,winsor,signal,1,15.0,nan,1.0,0.999974443925478,1.0,0.5436045601117983,
0.725,0.8002453485994683,,,0.0,0.19999999999999996,0.0,0.0,280.0,520.0,0.4742971596305543,0.45660377358490567,0.8,quantile,signal,1,15.0,nan,1.0,0.6969829848086131,0.8,0.2226858251780588,
0.7392857142857143,0.842721324882437,True,signal,0.0,0.0,0.0,1.0,280.0,520.0,0.4489006797290814,0.3849056603773585,1.0,ranc,signal,1,15.0,nan,1.0,0.9861355623368857,1.0,0.5372348826078044,zscore
0.7392857142857143,0.842721324882437,True,signal,0.0,0.0,0.0,1.0,280.0,520.0,0.4489006797290814,0.3849056603773585,1.0,ranc_correct,signal,1,15.0,nan,1.0,0.9861355623368857,1.0,0.5372348826078044,zscore
0.7535714285714286,0.837712124309957,False,noise,0.0,0.06666666666666665,0.0,1.0,280.0,520.0,0.4601253350979317,0.41132075471698115,0.9333333333333333,ranc_wrong_signal,signal,1,15.0,nan,1.0,0.8524561581653145,0.9333333333333333,0.3923308230673828,log1p
0.6785714285714286,0.7265389527458492,,,0.20823980230339584,0.27346104725415077,0.0,0.0,280.0,520.0,0.48973229936248547,0.48314606741573035,1.0,none,noise,2,13.0,0.75,0.6923076923076923,0.6979721016658813,0.9230769230769231,0.20823980230339584,
0.6785714285714286,0.7264878671775223,,,0.2073189812079368,0.27351213282247766,0.0,0.0,280.0,520.0,0.4897665494753711,0.48314606741573035,1.0,standard,noise,2,13.0,0.75,0.6923076923076923,0.6970855306833079,0.9230769230769231,0.2073189812079368,
0.6785714285714286,0.7265389527458492,,,0.20796854145587318,0.27346104725415077,0.0,0.0,280.0,520.0,0.4896449011087822,0.48314606741573035,1.0,robust,noise,2,13.0,0.75,0.6923076923076923,0.6976134425646554,0.9230769230769231,0.20796854145587318,
0.75,0.831264367816092,,,0.48096188784826155,0.16873563218390797,0.0,0.0,280.0,520.0,0.4771451567096465,0.4344569288389513,1.0,winsor,noise,2,13.0,1.0,0.6923076923076923,0.9581070445579081,1.0,0.48096188784826155,
0.7428571428571429,0.8319284802043423,,,0.4816640705381134,0.1680715197956577,0.0,0.0,280.0,520.0,0.47240347069816707,0.4794007490636704,1.0,quantile,noise,2,13.0,1.0,0.6923076923076923,0.9540675412362805,1.0,0.4816640705381134,
0.7035714285714286,0.7602554278416348,True,noise,0.3902184394459038,0.2397445721583652,0.0,1.0,280.0,520.0,0.48122698263855107,0.4681647940074906,1.0,ranc,noise,2,13.0,1.0,0.6923076923076923,0.8714454220844549,1.0,0.3902184394459038,log1p
